servicio_id,fecha_revision,descripcion_problema,costo,mascota_id,catalogo_diagnostico_id,empleado_id
875,02/24/2024,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,798.83,875,875,37
876,08/09/2023,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,609.31,876,876,4
877,10/30/2023,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1710.32,877,877,6
878,01/25/2024,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,1178.55,878,878,9
879,03/17/2024,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1222.43,879,879,6
880,05/12/2024,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",1851.7,880,880,23
881,01/18/2024,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,976.65,881,881,29
882,07/05/2023,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1967.66,882,882,51
883,11/01/2023,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,1064.91,883,883,44
884,03/21/2024,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1177.15,884,884,49
885,03/06/2024,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,638.13,885,885,17
886,08/18/2023,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,745.07,886,886,67
887,10/25/2023,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1953.57,887,887,62
888,02/09/2024,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",621.28,888,888,63
889,07/28/2023,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,638.66,889,889,14
890,02/05/2024,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1825.06,890,890,10
891,11/26/2023,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",922.58,891,891,24
892,02/06/2024,Sed ante. Vivamus tortor. Duis mattis egestas metus.,1617.91,892,892,30
893,06/12/2023,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1697.7,893,893,69
894,12/26/2023,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,853.36,894,894,7
895,01/18/2024,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1885.54,895,895,9
896,01/23/2024,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,697.31,896,896,15
897,05/22/2024,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",892.95,897,897,38
898,12/15/2023,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1440.45,898,898,13
899,06/06/2024,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",946.38,899,899,19
900,09/26/2023,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1863.36,900,900,66
901,12/14/2023,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,1369.47,901,901,57
902,07/11/2023,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,1994.52,902,902,11
903,08/21/2023,Fusce consequat. Nulla nisl. Nunc nisl.,1258.23,903,903,54
904,02/11/2024,Phasellus in felis. Donec semper sapien a libero. Nam dui.,733.05,904,904,7
905,06/17/2023,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1257.39,905,905,34
906,11/04/2023,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",1940.84,906,906,47
907,09/06/2023,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1800.18,907,907,50
908,08/15/2023,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",698.13,908,908,55
909,08/30/2023,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",916.35,909,909,65
910,01/30/2024,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,950.4,910,910,2
911,10/17/2023,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1988.39,911,911,34
912,01/06/2024,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1070.39,912,912,18
913,07/18/2023,In congue. Etiam justo. Etiam pretium iaculis justo.,1710.94,913,913,50
914,09/22/2023,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",580.25,914,914,33
915,04/02/2024,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,572.88,915,915,14
916,02/17/2024,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,1340.04,916,916,43
917,05/22/2024,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1331.12,917,917,50
918,08/10/2023,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,1812.69,918,918,68
919,02/01/2024,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",522.35,919,919,53
920,12/09/2023,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,821.49,920,920,14
921,07/21/2023,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1536.31,921,921,18
922,12/21/2023,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1938.32,922,922,65
923,04/12/2024,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1879.42,923,923,4
924,08/21/2023,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,1399.13,924,924,30
925,11/27/2023,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",562.23,925,925,18
926,05/11/2024,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,742.51,926,926,47
927,09/05/2023,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1714.38,927,927,47
928,11/05/2023,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,666.34,928,928,49
929,09/28/2023,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,993.45,929,929,40
930,06/27/2023,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",825.97,930,930,60
931,05/10/2024,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,948.29,931,931,40
932,09/04/2023,Phasellus in felis. Donec semper sapien a libero. Nam dui.,509.04,932,932,11
933,05/06/2024,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1322.9,933,933,58
934,08/03/2023,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1796.09,934,934,13
935,09/15/2023,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1394.65,935,935,54
936,07/17/2023,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1167.63,936,936,67
937,03/18/2024,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,1546.6,937,937,46
938,07/09/2023,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1110.48,938,938,47
939,04/13/2024,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,751.83,939,939,37
940,10/10/2023,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",761.68,940,940,40
941,09/07/2023,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1241.47,941,941,62
942,12/13/2023,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1102.54,942,942,67
943,04/08/2024,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1310.9,943,943,23
944,03/03/2024,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1297.35,944,944,32
945,08/31/2023,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",564.29,945,945,55
946,04/26/2024,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1207.62,946,946,31
947,04/27/2024,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1652.73,947,947,10
948,01/01/2024,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1788.58,948,948,16
949,08/02/2023,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",903.06,949,949,10
950,04/25/2024,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",888.62,950,950,43
951,11/07/2023,Phasellus in felis. Donec semper sapien a libero. Nam dui.,985.28,951,951,62
952,01/03/2024,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1081.04,952,952,33
953,12/04/2023,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1798.49,953,953,26
954,09/02/2023,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,602.97,954,954,67
955,04/02/2024,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1137.44,955,955,17
956,09/07/2023,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1864.48,956,956,7
957,02/06/2024,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1966.79,957,957,13
958,05/19/2024,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1424.31,958,958,56
959,02/22/2024,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1910.56,959,959,17
960,01/26/2024,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",952.36,960,960,61
961,08/25/2023,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1647.31,961,961,61
962,04/14/2024,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1140.45,962,962,38
963,05/25/2024,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1995.82,963,963,48
964,02/11/2024,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1741.92,964,964,37
965,02/17/2024,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,1374.29,965,965,6
966,04/27/2024,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1183.5,966,966,29
967,02/26/2024,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1928.7,967,967,65
968,04/12/2024,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1921.4,968,968,3
969,06/25/2023,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1428.49,969,969,23
970,06/12/2023,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,1700.56,970,970,28
971,03/30/2024,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1949.5,971,971,54
972,05/08/2024,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1604.77,972,972,35
973,11/06/2023,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1780.15,973,973,50
974,09/26/2023,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1295.2,974,974,7
975,11/27/2023,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1692.12,975,975,15
976,11/01/2023,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1733.63,976,976,49
977,07/07/2023,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,963.74,977,977,20
978,04/17/2024,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1192.55,978,978,25
979,08/10/2023,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,589.6,979,979,56
980,01/15/2024,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",705.59,980,980,32
981,10/27/2023,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,1006.65,981,981,57
982,08/27/2023,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1088.48,982,982,2
983,03/01/2024,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,555.27,983,983,23
984,09/28/2023,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1774.67,984,984,69
985,05/23/2024,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",809.54,985,985,6
986,07/19/2023,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1107.57,986,986,63
987,06/12/2023,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1496.15,987,987,1
988,09/08/2023,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1886.86,988,988,50
989,03/12/2024,Fusce consequat. Nulla nisl. Nunc nisl.,1964.3,989,989,2
990,08/11/2023,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1971.28,990,990,43
991,11/30/2023,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,1437.36,991,991,55
992,08/03/2023,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",941.47,992,992,3
993,11/15/2023,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",1843.35,993,993,12
994,04/05/2024,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",631.51,994,994,27
995,07/05/2023,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1879.73,995,995,4
996,10/19/2023,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,1150.04,996,996,24
997,06/30/2023,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1093.27,997,997,18
998,11/01/2023,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1743.13,998,998,9
999,03/28/2024,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,1111.29,999,999,20
1000,05/12/2024,In congue. Etiam justo. Etiam pretium iaculis justo.,518.26,1000,1000,20
